model,weights,kv,batch,length,bytes_per_step,bandwidth_gbs,step_ms,stream_tokens_per_s,total_tokens_per_s
SmolLM2-135M,bf16,bf16,4,256,292622976,64,4.572,218.7,874.8
SmolLM2-135M,bf16,bf16,4,256,292622976,128,2.286,437.4,1749.7
SmolLM2-135M,bf16,bf16,4,256,292622976,256,1.143,874.8,3499.4
SmolLM2-135M,bf16,bf16,4,256,292622976,512,0.572,1749.7,6998.8
SmolLM2-135M,bf16,bf16,4,512,316215936,4,79.054,12.6,50.6
SmolLM2-135M,bf16,bf16,4,512,316215936,8,39.527,25.3,101.2
SmolLM2-135M,bf16,bf16,4,512,316215936,16,19.763,50.6,202.4
SmolLM2-135M,bf16,bf16,4,512,316215936,32,9.882,101.2,404.8
SmolLM2-135M,bf16,bf16,4,512,316215936,64,4.941,202.4,809.6
SmolLM2-135M,bf16,bf16,4,512,316215936,128,2.470,404.8,1619.1
SmolLM2-135M,bf16,bf16,4,512,316215936,256,1.235,809.6,3238.3
SmolLM2-135M,bf16,bf16,4,512,316215936,512,0.618,1619.1,6476.6
SmolLM2-135M,bf16,bf16,4,1024,363401856,4,90.850,11.0,44.0
SmolLM2-135M,bf16,bf16,4,1024,363401856,8,45.425,22.0,88.1
SmolLM2-135M,bf16,bf16,4,1024,363401856,16,22.713,44.0,176.1
SmolLM2-135M,bf16,bf16,4,1024,363401856,32,11.356,88.1,352.2
SmolLM2-135M,bf16,bf16,4,1024,363401856,64,5.678,176.1,704.5
SmolLM2-135M,bf16,bf16,4,1024,363401856,128,2.839,352.2,1408.9
SmolLM2-135M,bf16,bf16,4,1024,363401856,256,1.420,704.5,2817.8
SmolLM2-135M,bf16,bf16,4,1024,363401856,512,0.710,1408.9,5635.6
SmolLM2-135M,bf16,bf16,4,2048,457773696,4,114.443,8.7,35.0
SmolLM2-135M,bf16,bf16,4,2048,457773696,8,57.222,17.5,69.9
SmolLM2-135M,bf16,bf16,4,2048,457773696,16,28.611,35.0,139.8
SmolLM2-135M,bf16,bf16,4,2048,457773696,32,14.305,69.9,279.6
SmolLM2-135M,bf16,bf16,4,2048,457773696,64,7.153,139.8,559.2
SmolLM2-135M,bf16,bf16,4,2048,457773696,128,3.576,279.6,1118.5
SmolLM2-135M,bf16,bf16,4,2048,457773696,256,1.788,559.2,2236.9
SmolLM2-135M,bf16,bf16,4,2048,457773696,512,0.894,1118.5,4473.8
SmolLM2-135M,bf16,bf16,4,4096,646517376,4,161.629,6.2,24.7
SmolLM2-135M,bf16,bf16,4,4096,646517376,8,80.815,12.4,49.5
SmolLM2-135M,bf16,bf16,4,4096,646517376,16,40.407,24.7,99.0
SmolLM2-135M,bf16,bf16,4,4096,646517376,32,20.204,49.5,198.0
SmolLM2-135M,bf16,bf16,4,4096,646517376,64,10.102,99.0,396.0
SmolLM2-135M,bf16,bf16,4,4096,646517376,128,5.051,198.0,791.9
SmolLM2-135M,bf16,bf16,4,4096,646517376,256,2.525,396.0,1583.9
SmolLM2-135M,bf16,bf16,4,4096,646517376,512,1.263,791.9,3167.7
SmolLM2-135M,bf16,bf16,4,8192,1024004736,4,256.001,3.9,15.6
SmolLM2-135M,bf16,bf16,4,8192,1024004736,8,128.001,7.8,31.2
SmolLM2-135M,bf16,bf16,4,8192,1024004736,16,64.000,15.6,62.5
SmolLM2-135M,bf16,bf16,4,8192,1024004736,32,32.000,31.2,125.0
SmolLM2-135M,bf16,bf16,4,8192,1024004736,64,16.000,62.5,250.0
SmolLM2-135M,bf16,bf16,4,8192,1024004736,128,8.000,125.0,500.0
SmolLM2-135M,bf16,bf16,4,8192,1024004736,256,4.000,250.0,1000.0
SmolLM2-135M,bf16,bf16,4,8192,1024004736,512,2.000,500.0,2000.0
SmolLM2-135M,bf16,bf16,16,128,316215936,4,79.054,12.6,202.4
SmolLM2-135M,bf16,bf16,16,128,316215936,8,39.527,25.3,404.8
SmolLM2-135M,bf16,bf16,16,128,316215936,16,19.763,50.6,809.6
SmolLM2-135M,bf16,bf16,16,128,316215936,32,9.882,101.2,1619.1
SmolLM2-135M,bf16,bf16,16,128,316215936,64,4.941,202.4,3238.3
SmolLM2-135M,bf16,bf16,16,128,316215936,128,2.470,404.8,6476.6
SmolLM2-135M,bf16,bf16,16,128,316215936,256,1.235,809.6,12953.2
SmolLM2-135M,bf16,bf16,16,128,316215936,512,0.618,1619.1,25906.3
SmolLM2-135M,bf16,bf16,16,256,363401856,4,90.850,11.0,176.1
SmolLM2-135M,bf16,bf16,16,256,363401856,8,45.425,22.0,352.2
SmolLM2-135M,bf16,bf16,16,256,363401856,16,22.713,44.0,704.5
SmolLM2-135M,bf16,bf16,16,256,363401856,32,11.356,88.1,1408.9
SmolLM2-135M,bf16,bf16,16,256,363401856,64,5.678,176.1,2817.8
SmolLM2-135M,bf16,bf16,16,256,363401856,128,2.839,352.2,5635.6
SmolLM2-135M,bf16,bf16,16,256,363401856,256,1.420,704.5,11271.3
SmolLM2-135M,bf16,bf16,16,256,363401856,512,0.710,1408.9,22542.5
SmolLM2-135M,bf16,bf16,16,512,457773696,4,114.443,8.7,139.8
SmolLM2-135M,bf16,bf16,16,512,457773696,8,57.222,17.5,279.6
SmolLM2-135M,bf16,bf16,16,512,457773696,16,28.611,35.0,559.2
SmolLM2-135M,bf16,bf16,16,512,457773696,32,14.305,69.9,1118.5
SmolLM2-135M,bf16,bf16,16,512,457773696,64,7.153,139.8,2236.9
SmolLM2-135M,bf16,bf16,16,512,457773696,128,3.576,279.6,4473.8
SmolLM2-135M,bf16,bf16,16,512,457773696,256,1.788,559.2,8947.7
SmolLM2-135M,bf16,bf16,16,512,457773696,512,0.894,1118.5,17895.3
SmolLM2-135M,bf16,bf16,16,1024,646517376,4,161.629,6.2,99.0
SmolLM2-135M,bf16,bf16,16,1024,646517376,8,80.815,12.4,198.0
SmolLM2-135M,bf16,bf16,16,1024,646517376,16,40.407,24.7,396.0
SmolLM2-135M,bf16,bf16,16,1024,646517376,32,20.204,49.5,791.9
SmolLM2-135M,bf16,bf16,16,1024,646517376,64,10.102,99.0,1583.9
SmolLM2-135M,bf16,bf16,16,1024,646517376,128,5.051,198.0,3167.7
SmolLM2-135M,bf16,bf16,16,1024,646517376,256,2.525,396.0,6335.5
SmolLM2-135M,bf16,bf16,16,1024,646517376,512,1.263,791.9,12671.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,4,256.001,3.9,62.5
SmolLM2-135M,bf16,bf16,16,2048,1024004736,8,128.001,7.8,125.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,16,64.000,15.6,250.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,32,32.000,31.2,500.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,64,16.000,62.5,1000.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,128,8.000,125.0,2000.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,256,4.000,250.0,4000.0
SmolLM2-135M,bf16,bf16,16,2048,1024004736,512,2.000,500.0,8000.0
SmolLM2-135M,bf16,bf16,16,4096,1778979456,4,444.745,2.2,36.0
SmolLM2-135M,bf16,bf16,16,4096,1778979456,8,222.372,4.5,72.0
SmolLM2-135M,bf16,bf16,16,4096,1778979456,16,111.186,9.0,143.9
SmolLM2-135M,bf16,bf16,16,4096,1778979456,32,55.593,18.0,287.8
SmolLM2-135M,bf16,bf16,16,4096,1778979456,64,27.797,36.0,575.6
SmolLM2-135M,bf16,bf16,16,4096,1778979456,128,13.898,72.0,1151.2
SmolLM2-135M,bf16,bf16,16,4096,1778979456,256,6.949,143.9,2302.4
SmolLM2-135M,bf16,bf16,16,4096,1778979456,512,3.475,287.8,4604.9
SmolLM2-135M,bf16,bf16,16,8192,3288928896,4,822.232,1.2,19.5
SmolLM2-135M,bf16,bf16,16,8192,3288928896,8,411.116,2.4,38.9
SmolLM2-135M,bf16,bf16,16,8192,3288928896,16,205.558,4.9,77.8
SmolLM2-135M,bf16,bf16,16,8192,3288928896,32,102.779,9.7,155.7
SmolLM2-135M,bf16,bf16,16,8192,3288928896,64,51.390,19.5,311.3
SmolLM2-135M,bf16,bf16,16,8192,3288928896,128,25.695,38.9,622.7
SmolLM2-135M,bf16,bf16,16,8192,3288928896,256,12.847,77.8,1245.4
SmolLM2-135M,bf16,bf16,16,8192,3288928896,512,6.424,155.7,2490.8
SmolLM2-135M,bf16,bf16,64,128,457773696,4,114.443,8.7,559.2
SmolLM2-135M,bf16,bf16,64,128,457773696,8,57.222,17.5,1118.5
SmolLM2-135M,bf16,bf16,64,128,457773696,16,28.611,35.0,2236.9
SmolLM2-135M,bf16,bf16,64,128,457773696,32,14.305,69.9,4473.8
SmolLM2-135M,bf16,bf16,64,128,457773696,64,7.153,139.8,8947.7
SmolLM2-135M,bf16,bf16,64,128,457773696,128,3.576,279.6,17895.3
SmolLM2-135M,bf16,bf16,64,128,457773696,256,1.788,559.2,35790.6
SmolLM2-135M,bf16,bf16,64,128,457773696,512,0.894,1118.5,71581.2
SmolLM2-135M,bf16,bf16,64,256,646517376,4,161.629,6.2,396.0
SmolLM2-135M,bf16,bf16,64,256,646517376,8,80.815,12.4,791.9
SmolLM2-135M,bf16,bf16,64,256,646517376,16,40.407,24.7,1583.9
SmolLM2-135M,bf16,bf16,64,256,646517376,32,20.204,49.5,3167.7
SmolLM2-135M,bf16,bf16,64,256,646517376,64,10.102,99.0,6335.5
SmolLM2-135M,bf16,bf16,64,256,646517376,128,5.051,198.0,12671.0
SmolLM2-135M,bf16,bf16,64,256,646517376,256,2.525,396.0,25341.9
SmolLM2-135M,bf16,bf16,64,256,646517376,512,1.263,791.9,50683.9
SmolLM2-135M,bf16,bf16,64,512,1024004736,4,256.001,3.9,250.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,8,128.001,7.8,500.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,16,64.000,15.6,1000.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,32,32.000,31.2,2000.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,64,16.000,62.5,4000.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,128,8.000,125.0,8000.0
SmolLM2-135M,bf16,bf16,64,512,1024004736,256,4.000,250.0,15999.9
SmolLM2-135M,bf16,bf16,64,512,1024004736,512,2.000,500.0,31999.9
SmolLM2-135M,bf16,bf16,64,1024,1778979456,4,444.745,2.2,143.9
SmolLM2-135M,bf16,bf16,64,1024,1778979456,8,222.372,4.5,287.8
SmolLM2-135M,bf16,bf16,64,1024,1778979456,16,111.186,9.0,575.6
SmolLM2-135M,bf16,bf16,64,1024,1778979456,32,55.593,18.0,1151.2
SmolLM2-135M,bf16,bf16,64,1024,1778979456,64,27.797,36.0,2302.4
SmolLM2-135M,bf16,bf16,64,1024,1778979456,128,13.898,72.0,4604.9
SmolLM2-135M,bf16,bf16,64,1024,1778979456,256,6.949,143.9,9209.8
SmolLM2-135M,bf16,bf16,64,1024,1778979456,512,3.475,287.8,18419.5
SmolLM2-135M,bf16,bf16,64,2048,3288928896,4,822.232,1.2,77.8
SmolLM2-135M,bf16,bf16,64,2048,3288928896,8,411.116,2.4,155.7
SmolLM2-135M,bf16,bf16,64,2048,3288928896,16,205.558,4.9,311.3
SmolLM2-135M,bf16,bf16,64,2048,3288928896,32,102.779,9.7,622.7
SmolLM2-135M,bf16,bf16,64,2048,3288928896,64,51.390,19.5,1245.4
SmolLM2-135M,bf16,bf16,64,2048,3288928896,128,25.695,38.9,2490.8
SmolLM2-135M,bf16,bf16,64,2048,3288928896,256,12.847,77.8,4981.6
SmolLM2-135M,bf16,bf16,64,2048,3288928896,512,6.424,155.7,9963.1
SmolLM2-135M,bf16,bf16,64,4096,6308827776,4,1577.207,0.6,40.6
SmolLM2-135M,bf16,bf16,64,4096,6308827776,8,788.603,1.3,81.2
SmolLM2-135M,bf16,bf16,64,4096,6308827776,16,394.302,2.5,162.3
SmolLM2-135M,bf16,bf16,64,4096,6308827776,32,197.151,5.1,324.6
SmolLM2-135M,bf16,bf16,64,4096,6308827776,64,98.575,10.1,649.2
SmolLM2-135M,bf16,bf16,64,4096,6308827776,128,49.288,20.3,1298.5
SmolLM2-135M,bf16,bf16,64,4096,6308827776,256,24.644,40.6,2597.0
SmolLM2-135M,bf16,bf16,64,4096,6308827776,512,12.322,81.2,5194.0
SmolLM2-135M,bf16,bf16,64,8192,12348625536,4,3087.156,0.3,20.7
SmolLM2-135M,bf16,bf16,64,8192,12348625536,8,1543.578,0.6,41.5
SmolLM2-135M,bf16,bf16,64,8192,12348625536,16,771.789,1.3,82.9
SmolLM2-135M,bf16,bf16,64,8192,12348625536,32,385.895,2.6,165.8
SmolLM2-135M,bf16,bf16,64,8192,12348625536,64,192.947,5.2,331.7
SmolLM2-135M,bf16,bf16,64,8192,12348625536,128,96.474,10.4,663.4
SmolLM2-135M,bf16,bf16,64,8192,12348625536,256,48.237,20.7,1326.8
SmolLM2-135M,bf16,bf16,64,8192,12348625536,512,24.118,41.5,2653.6
SmolLM2-135M,bf16,int8,1,128,270550656,4,67.638,14.8,14.8
SmolLM2-135M,bf16,int8,1,128,270550656,8,33.819,29.6,29.6
SmolLM2-135M,bf16,int8,1,128,270550656,16,16.909,59.1,59.1
SmolLM2-135M,bf16,int8,1,128,270550656,32,8.455,118.3,118.3
SmolLM2-135M,bf16,int8,1,128,270550656,64,4.227,236.6,236.6
SmolLM2-135M,bf16,int8,1,128,270550656,128,2.114,473.1,473.1
SmolLM2-135M,bf16,int8,1,128,270550656,256,1.057,946.2,946.2
SmolLM2-135M,bf16,int8,1,128,270550656,512,0.528,1892.4,1892.4
SmolLM2-135M,bf16,int8,1,256,272071296,4,68.018,14.7,14.7
SmolLM2-135M,bf16,int8,1,256,272071296,8,34.009,29.4,29.4
SmolLM2-135M,bf16,int8,1,256,272071296,16,17.004,58.8,58.8
SmolLM2-135M,bf16,int8,1,256,272071296,32,8.502,117.6,117.6
SmolLM2-135M,bf16,int8,1,256,272071296,64,4.251,235.2,235.2
SmolLM2-135M,bf16,int8,1,256,272071296,128,2.126,470.5,470.5
SmolLM2-135M,bf16,int8,1,256,272071296,256,1.063,940.9,940.9
SmolLM2-135M,bf16,int8,1,256,272071296,512,0.531,1881.9,1881.9
SmolLM2-135M,bf16,int8,1,512,275112576,4,68.778,14.5,14.5
SmolLM2-135M,bf16,int8,1,512,275112576,8,34.389,29.1,29.1
SmolLM2-135M,bf16,int8,1,512,275112576,16,17.195,58.2,58.2
SmolLM2-135M,bf16,int8,1,512,275112576,32,8.597,116.3,116.3
SmolLM2-135M,bf16,int8,1,512,275112576,64,4.299,232.6,232.6
SmolLM2-135M,bf16,int8,1,512,275112576,128,2.149,465.3,465.3
SmolLM2-135M,bf16,int8,1,512,275112576,256,1.075,930.5,930.5
SmolLM2-135M,bf16,int8,1,512,275112576,512,0.537,1861.1,1861.1
SmolLM2-135M,bf16,int8,1,1024,281195136,4,70.299,14.2,14.2
SmolLM2-135M,bf16,int8,1,1024,281195136,8,35.149,28.4,28.4
SmolLM2-135M,bf16,int8,1,1024,281195136,16,17.575,56.9,56.9
SmolLM2-135M,bf16,int8,1,1024,281195136,32,8.787,113.8,113.8
SmolLM2-135M,bf16,int8,1,1024,281195136,64,4.394,227.6,227.6
SmolLM2-135M,bf16,int8,1,1024,281195136,128,2.197,455.2,455.2
SmolLM2-135M,bf16,int8,1,1024,281195136,256,1.098,910.4,910.4
SmolLM2-135M,bf16,int8,1,1024,281195136,512,0.549,1820.8,1820.8
SmolLM2-135M,bf16,int8,1,2048,293360256,4,73.340,13.6,13.6
SmolLM2-135M,bf16,int8,1,2048,293360256,8,36.670,27.3,27.3
SmolLM2-135M,bf16,int8,1,2048,293360256,16,18.335,54.5,54.5
SmolLM2-135M,bf16,int8,1,2048,293360256,32,9.168,109.1,109.1
SmolLM2-135M,bf16,int8,1,2048,293360256,64,4.584,218.2,218.2
SmolLM2-135M,bf16,int8,1,2048,293360256,128,2.292,436.3,436.3
SmolLM2-135M,bf16,int8,1,2048,293360256,256,1.146,872.6,872.6
SmolLM2-135M,bf16,int8,1,2048,293360256,512,0.573,1745.3,1745.3
SmolLM2-135M,bf16,int8,1,4096,317690496,4,79.423,12.6,12.6
SmolLM2-135M,bf16,int8,1,4096,317690496,8,39.711,25.2,25.2
SmolLM2-135M,bf16,int8,1,4096,317690496,16,19.856,50.4,50.4
SmolLM2-135M,bf16,int8,1,4096,317690496,32,9.928,100.7,100.7
SmolLM2-135M,bf16,int8,1,4096,317690496,64,4.964,201.5,201.5
SmolLM2-135M,bf16,int8,1,4096,317690496,128,2.482,402.9,402.9
SmolLM2-135M,bf16,int8,1,4096,317690496,256,1.241,805.8,805.8
SmolLM2-135M,bf16,int8,1,4096,317690496,512,0.620,1611.6,1611.6
SmolLM2-135M,bf16,int8,1,8192,366350976,4,91.588,10.9,10.9
SmolLM2-135M,bf16,int8,1,8192,366350976,8,45.794,21.8,21.8
SmolLM2-135M,bf16,int8,1,8192,366350976,16,22.897,43.7,43.7
SmolLM2-135M,bf16,int8,1,8192,366350976,32,11.448,87.3,87.3
SmolLM2-135M,bf16,int8,1,8192,366350976,64,5.724,174.7,174.7
SmolLM2-135M,bf16,int8,1,8192,366350976,128,2.862,349.4,349.4
SmolLM2-135M,bf16,int8,1,8192,366350976,256,1.431,698.8,698.8
SmolLM2-135M,bf16,int8,1,8192,366350976,512,0.716,1397.6,1397.6
SmolLM2-135M,bf16,int8,4,128,275112576,4,68.778,14.5,58.2
SmolLM2-135M,bf16,int8,4,128,275112576,8,34.389,29.1,116.3
SmolLM2-135M,bf16,int8,4,128,275112576,16,17.195,58.2,232.6
SmolLM2-135M,bf16,int8,4,128,275112576,32,8.597,116.3,465.3
SmolLM2-135M,bf16,int8,4,128,275112576,64,4.299,232.6,930.5
SmolLM2-135M,bf16,int8,4,128,275112576,128,2.149,465.3,1861.1
SmolLM2-135M,bf16,int8,4,128,275112576,256,1.075,930.5,3722.1
SmolLM2-135M,bf16,int8,4,128,275112576,512,0.537,1861.1,7444.2
SmolLM2-135M,bf16,int8,4,256,281195136,4,70.299,14.2,56.9
SmolLM2-135M,bf16,int8,4,256,281195136,8,35.149,28.4,113.8
SmolLM2-135M,bf16,int8,4,256,281195136,16,17.575,56.9,227.6
SmolLM2-135M,bf16,int8,4,256,281195136,32,8.787,113.8,455.2
SmolLM2-135M,bf16,int8,4,256,281195136,64,4.394,227.6,910.4
SmolLM2-135M,bf16,int8,4,256,281195136,128,2.197,455.2,1820.8
SmolLM2-135M,bf16,int8,4,256,281195136,256,1.098,910.4,3641.6
SmolLM2-135M,bf16,int8,4,256,281195136,512,0.549,1820.8,7283.2
SmolLM2-135M,bf16,int8,4,512,293360256,4,73.340,13.6,54.5
SmolLM2-135M,bf16,int8,4,512,293360256,8,36.670,27.3,109.1
SmolLM2-135M,bf16,int8,4,512,293360256,16,18.335,54.5,218.2
SmolLM2-135M,bf16,int8,4,512,293360256,32,9.168,109.1,436.3
SmolLM2-135M,bf16,int8,4,512,293360256,64,4.584,218.2,872.6
SmolLM2-135M,bf16,int8,4,512,293360256,128,2.292,436.3,1745.3
SmolLM2-135M,bf16,int8,4,512,293360256,256,1.146,872.6,3490.6
SmolLM2-135M,bf16,int8,4,512,293360256,512,0.573,1745.3,6981.2
SmolLM2-135M,bf16,int8,4,1024,317690496,4,79.423,12.6,50.4
SmolLM2-135M,bf16,int8,4,1024,317690496,8,39.711,25.2,100.7
SmolLM2-135M,bf16,int8,4,1024,317690496,16,19.856,50.4,201.5
SmolLM2-135M,bf16,int8,4,1024,317690496,32,9.928,100.7,402.9
SmolLM2-135M,bf16,int8,4,1024,317690496,64,4.964,201.5,805.8
SmolLM2-135M,bf16,int8,4,1024,317690496,128,2.482,402.9,1611.6
SmolLM2-135M,bf16,int8,4,1024,317690496,256,1.241,805.8,3223.3
SmolLM2-135M,bf16,int8,4,1024,317690496,512,0.620,1611.6,6446.5
SmolLM2-135M,bf16,int8,4,2048,366350976,4,91.588,10.9,43.7
SmolLM2-135M,bf16,int8,4,2048,366350976,8,45.794,21.8,87.3
SmolLM2-135M,bf16,int8,4,2048,366350976,16,22.897,43.7,174.7
SmolLM2-135M,bf16,int8,4,2048,366350976,32,11.448,87.3,349.4
SmolLM2-135M,bf16,int8,4,2048,366350976,64,5.724,174.7,698.8
SmolLM2-135M,bf16,int8,4,2048,366350976,128,2.862,349.4,1397.6
SmolLM2-135M,bf16,int8,4,2048,366350976,256,1.431,698.8,2795.1
SmolLM2-135M,bf16,int8,4,2048,366350976,512,0.716,1397.6,5590.3
SmolLM2-135M,bf16,int8,4,4096,463671936,4,115.918,8.6,34.5
SmolLM2-135M,bf16,int8,4,4096,463671936,8,57.959,17.3,69.0
SmolLM2-135M,bf16,int8,4,4096,463671936,16,28.979,34.5,138.0
SmolLM2-135M,bf16,int8,4,4096,463671936,32,14.490,69.0,276.1
SmolLM2-135M,bf16,int8,4,4096,463671936,64,7.245,138.0,552.1
SmolLM2-135M,bf16,int8,4,4096,463671936,128,3.622,276.1,1104.2
SmolLM2-135M,bf16,int8,4,4096,463671936,256,1.811,552.1,2208.5
SmolLM2-135M,bf16,int8,4,4096,463671936,512,0.906,1104.2,4416.9
SmolLM2-135M,bf16,int8,4,8192,658313856,4,164.578,6.1,24.3
SmolLM2-135M,bf16,int8,4,8192,658313856,8,82.289,12.2,48.6
SmolLM2-135M,bf16,int8,4,8192,658313856,16,41.145,24.3,97.2
SmolLM2-135M,bf16,int8,4,8192,658313856,32,20.572,48.6,194.4
SmolLM2-135M,bf16,int8,4,8192,658313856,64,10.286,97.2,388.9
SmolLM2-135M,bf16,int8,4,8192,658313856,128,5.143,194.4,777.7
SmolLM2-135M,bf16,int8,4,8192,658313856,256,2.572,388.9,1555.5
SmolLM2-135M,bf16,int8,4,8192,658313856,512,1.286,777.7,3111.0
SmolLM2-135M,bf16,int8,16,128,293360256,4,73.340,13.6,218.2
SmolLM2-135M,bf16,int8,16,128,293360256,8,36.670,27.3,436.3
SmolLM2-135M,bf16,int8,16,128,293360256,16,18.335,54.5,872.6
SmolLM2-135M,bf16,int8,16,128,293360256,32,9.168,109.1,1745.3
SmolLM2-135M,bf16,int8,16,128,293360256,64,4.584,218.2,3490.6
SmolLM2-135M,bf16,int8,16,128,293360256,128,2.292,436.3,6981.2
SmolLM2-135M,bf16,int8,16,128,293360256,256,1.146,872.6,13962.4
SmolLM2-135M,bf16,int8,16,128,293360256,512,0.573,1745.3,27924.7
SmolLM2-135M,bf16,int8,16,256,317690496,4,79.423,12.6,201.5
SmolLM2-135M,bf16,int8,16,256,317690496,8,39.711,25.2,402.9
SmolLM2-135M,bf16,int8,16,256,317690496,16,19.856,50.4,805.8
SmolLM2-135M,bf16,int8,16,256,317690496,32,9.928,100.7,1611.6
SmolLM2-135M,bf16,int8,16,256,317690496,64,4.964,201.5,3223.3
SmolLM2-135M,bf16,int8,16,256,317690496,128,2.482,402.9,6446.5
SmolLM2-135M,bf16,int8,16,256,317690496,256,1.241,805.8,12893.1
SmolLM2-135M,bf16,int8,16,256,317690496,512,0.620,1611.6,25786.1
SmolLM2-135M,bf16,int8,16,512,366350976,4,91.588,10.9,174.7
SmolLM2-135M,bf16,int8,16,512,366350976,8,45.794,21.8,349.4
SmolLM2-135M,bf16,int8,16,512,366350976,16,22.897,43.7,698.8
SmolLM2-135M,bf16,int8,16,512,366350976,32,11.448,87.3,1397.6
SmolLM2-135M,bf16,int8,16,512,366350976,64,5.724,174.7,2795.1
SmolLM2-135M,bf16,int8,16,512,366350976,128,2.862,349.4,5590.3
SmolLM2-135M,bf16,int8,16,512,366350976,256,1.431,698.8,11180.5
SmolLM2-135M,bf16,int8,16,512,366350976,512,0.716,1397.6,22361.1
SmolLM2-135M,bf16,int8,16,1024,463671936,4,115.918,8.6,138.0
SmolLM2-135M,bf16,int8,16,1024,463671936,8,57.959,17.3,276.1
SmolLM2-135M,bf16,int8,16,1024,463671936,16,28.979,34.5,552.1
SmolLM2-135M,bf16,int8,16,1024,463671936,32,14.490,69.0,1104.2
SmolLM2-135M,bf16,int8,16,1024,463671936,64,7.245,138.0,2208.5
SmolLM2-135M,bf16,int8,16,1024,463671936,128,3.622,276.1,4416.9
SmolLM2-135M,bf16,int8,16,1024,463671936,256,1.811,552.1,8833.8
SmolLM2-135M,bf16,int8,16,1024,463671936,512,0.906,1104.2,17667.7
SmolLM2-135M,bf16,int8,16,2048,658313856,4,164.578,6.1,97.2
SmolLM2-135M,bf16,int8,16,2048,658313856,8,82.289,12.2,194.4
SmolLM2-135M,bf16,int8,16,2048,658313856,16,41.145,24.3,388.9
SmolLM2-135M,bf16,int8,16,2048,658313856,32,20.572,48.6,777.7
SmolLM2-135M,bf16,int8,16,2048,658313856,64,10.286,97.2,1555.5
SmolLM2-135M,bf16,int8,16,2048,658313856,128,5.143,194.4,3111.0
SmolLM2-135M,bf16,int8,16,2048,658313856,256,2.572,388.9,6222.0
SmolLM2-135M,bf16,int8,16,2048,658313856,512,1.286,777.7,12443.9
SmolLM2-135M,bf16,int8,16,4096,1047597696,4,261.899,3.8,61.1
SmolLM2-135M,bf16,int8,16,4096,1047597696,8,130.950,7.6,122.2
SmolLM2-135M,bf16,int8,16,4096,1047597696,16,65.475,15.3,244.4
SmolLM2-135M,bf16,int8,16,4096,1047597696,32,32.737,30.5,488.7
SmolLM2-135M,bf16,int8,16,4096,1047597696,64,16.369,61.1,977.5
SmolLM2-135M,bf16,int8,16,4096,1047597696,128,8.184,122.2,1954.9
SmolLM2-135M,bf16,int8,16,4096,1047597696,256,4.092,244.4,3909.9
SmolLM2-135M,bf16,int8,16,4096,1047597696,512,2.046,488.7,7819.8
SmolLM2-135M,bf16,int8,16,8192,1826165376,4,456.541,2.2,35.0
SmolLM2-135M,bf16,int8,16,8192,1826165376,8,228.271,4.4,70.1
SmolLM2-135M,bf16,int8,16,8192,1826165376,16,114.135,8.8,140.2
SmolLM2-135M,bf16,int8,16,8192,1826165376,32,57.068,17.5,280.4
SmolLM2-135M,bf16,int8,16,8192,1826165376,64,28.534,35.0,560.7
SmolLM2-135M,bf16,int8,16,8192,1826165376,128,14.267,70.1,1121.5
SmolLM2-135M,bf16,int8,16,8192,1826165376,256,7.133,140.2,2243.0
SmolLM2-135M,bf16,int8,16,8192,1826165376,512,3.567,280.4,4485.9
SmolLM2-135M,bf16,int8,64,128,366350976,4,91.588,10.9,698.8
SmolLM2-135M,bf16,int8,64,128,366350976,8,45.794,21.8,1397.6
SmolLM2-135M,bf16,int8,64,128,366350976,16,22.897,43.7,2795.1
SmolLM2-135M,bf16,int8,64,128,366350976,32,11.448,87.3,5590.3
SmolLM2-135M,bf16,int8,64,128,366350976,64,5.724,174.7,11180.5
SmolLM2-135M,bf16,int8,64,128,366350976,128,2.862,349.4,22361.1
SmolLM2-135M,bf16,int8,64,128,366350976,256,1.431,698.8,44722.1
SmolLM2-135M,bf16,int8,64,128,366350976,512,0.716,1397.6,89444.3
SmolLM2-135M,bf16,int8,64,256,463671936,4,115.918,8.6,552.1
SmolLM2-135M,bf16,int8,64,256,463671936,8,57.959,17.3,1104.2
SmolLM2-135M,bf16,int8,64,256,463671936,16,28.979,34.5,2208.5
SmolLM2-135M,bf16,int8,64,256,463671936,32,14.490,69.0,4416.9
SmolLM2-135M,bf16,int8,64,256,463671936,64,7.245,138.0,8833.8
SmolLM2-135M,bf16,int8,64,256,463671936,128,3.622,276.1,17667.7
SmolLM2-135M,bf16,int8,64,256,463671936,256,1.811,552.1,35335.3
SmolLM2-135M,bf16,int8,64,256,463671936,512,0.906,1104.2,70670.7
SmolLM2-135M,bf16,int8,64,512,658313856,4,164.578,6.1,388.9
