model,phase,batch,peak_tmacs,bandwidth_gbs,sram,compute_ms,memory_ms,latency_ms
GPT-2,decode,1,16.0,128,4 MB,0.0084,2.7042,2.7042
GPT-2,decode,1,16.0,256,4 MB,0.0084,1.3521,1.3521
GPT-2,decode,1,16.0,512,4 MB,0.0084,0.6761,0.6761
GPT-2,decode,1,32.0,4,4 MB,0.0042,86.5353,86.5353
GPT-2,decode,1,32.0,8,4 MB,0.0042,43.2677,43.2677
GPT-2,decode,1,32.0,16,4 MB,0.0042,21.6338,21.6338
GPT-2,decode,1,32.0,32,4 MB,0.0042,10.8169,10.8169
GPT-2,decode,1,32.0,64,4 MB,0.0042,5.4085,5.4085
GPT-2,decode,1,32.0,128,4 MB,0.0042,2.7042,2.7042
GPT-2,decode,1,32.0,256,4 MB,0.0042,1.3521,1.3521
GPT-2,decode,1,32.0,512,4 MB,0.0042,0.6761,0.6761
GPT-2,decode,1,64.0,4,4 MB,0.0021,86.5353,86.5353
GPT-2,decode,1,64.0,8,4 MB,0.0021,43.2677,43.2677
GPT-2,decode,1,64.0,16,4 MB,0.0021,21.6338,21.6338
GPT-2,decode,1,64.0,32,4 MB,0.0021,10.8169,10.8169
GPT-2,decode,1,64.0,64,4 MB,0.0021,5.4085,5.4085
GPT-2,decode,1,64.0,128,4 MB,0.0021,2.7042,2.7042
GPT-2,decode,1,64.0,256,4 MB,0.0021,1.3521,1.3521
GPT-2,decode,1,64.0,512,4 MB,0.0021,0.6761,0.6761
GPT-2,prefill,16,0.5,4,256 KB,2194.4992,5528.2115,5528.2115
GPT-2,prefill,16,0.5,8,256 KB,2194.4992,2764.1057,3002.5752
GPT-2,prefill,16,0.5,16,256 KB,2194.4992,1382.0529,2513.9415
GPT-2,prefill,16,0.5,32,256 KB,2194.4992,691.0264,2316.9238
GPT-2,prefill,16,0.5,64,256 KB,2194.4992,345.5132,2249.0292
GPT-2,prefill,16,0.5,128,256 KB,2194.4992,172.7566,2215.0819
GPT-2,prefill,16,0.5,256,256 KB,2194.4992,86.3783,2198.8254
GPT-2,prefill,16,0.5,512,256 KB,2194.4992,43.1892,2194.6792
GPT-2,prefill,16,1.0,4,256 KB,1097.2496,5528.2115,5528.2115
GPT-2,prefill,16,1.0,8,256 KB,1097.2496,2764.1057,2764.1057
GPT-2,prefill,16,1.0,16,256 KB,1097.2496,1382.0529,1501.2876
GPT-2,prefill,16,1.0,32,256 KB,1097.2496,691.0264,1256.9707
GPT-2,prefill,16,1.0,64,256 KB,1097.2496,345.5132,1158.4619
GPT-2,prefill,16,1.0,128,256 KB,1097.2496,172.7566,1124.5146
GPT-2,prefill,16,1.0,256,256 KB,1097.2496,86.3783,1107.5409
GPT-2,prefill,16,1.0,512,256 KB,1097.2496,43.1892,1099.4127
GPT-2,prefill,16,2.0,4,256 KB,548.6248,5528.2115,5528.2115
GPT-2,prefill,16,2.0,8,256 KB,548.6248,2764.1057,2764.1057
GPT-2,prefill,16,2.0,16,256 KB,548.6248,1382.0529,1382.0529
GPT-2,prefill,16,2.0,32,256 KB,548.6248,691.0264,750.6438
GPT-2,prefill,16,2.0,64,256 KB,548.6248,345.5132,628.4854
GPT-2,prefill,16,2.0,128,256 KB,548.6248,172.7566,579.2309
GPT-2,prefill,16,2.0,256,256 KB,548.6248,86.3783,562.2573
GPT-2,prefill,16,2.0,512,256 KB,548.6248,43.1892,553.7705
GPT-2,prefill,16,4.0,4,256 KB,274.3124,5528.2115,5528.2115
GPT-2,prefill,16,4.0,8,256 KB,274.3124,2764.1057,2764.1057
GPT-2,prefill,16,4.0,16,256 KB,274.3124,1382.0529,1382.0529
GPT-2,prefill,16,4.0,32,256 KB,274.3124,691.0264,691.0264
GPT-2,prefill,16,4.0,64,256 KB,274.3124,345.5132,375.3219
GPT-2,prefill,16,4.0,128,256 KB,274.3124,172.7566,314.2427
GPT-2,prefill,16,4.0,256,256 KB,274.3124,86.3783,289.6155
GPT-2,prefill,16,4.0,512,256 KB,274.3124,43.1892,281.1286
GPT-2,prefill,16,8.0,4,256 KB,137.1562,5528.2115,5528.2115
GPT-2,prefill,16,8.0,8,256 KB,137.1562,2764.1057,2764.1057
GPT-2,prefill,16,8.0,16,256 KB,137.1562,1382.0529,1382.0529
GPT-2,prefill,16,8.0,32,256 KB,137.1562,691.0264,691.0264
GPT-2,prefill,16,8.0,64,256 KB,137.1562,345.5132,345.5132
GPT-2,prefill,16,8.0,128,256 KB,137.1562,172.7566,187.6609
GPT-2,prefill,16,8.0,256,256 KB,137.1562,86.3783,157.1213
GPT-2,prefill,16,8.0,512,256 KB,137.1562,43.1892,144.8077
GPT-2,prefill,16,16.0,4,256 KB,68.5781,5528.2115,5528.2115
GPT-2,prefill,16,16.0,8,256 KB,68.5781,2764.1057,2764.1057
GPT-2,prefill,16,16.0,16,256 KB,68.5781,1382.0529,1382.0529
GPT-2,prefill,16,16.0,32,256 KB,68.5781,691.0264,691.0264
GPT-2,prefill,16,16.0,64,256 KB,68.5781,345.5132,345.5132
GPT-2,prefill,16,16.0,128,256 KB,68.5781,172.7566,172.7566
GPT-2,prefill,16,16.0,256,256 KB,68.5781,86.3783,93.8305
GPT-2,prefill,16,16.0,512,256 KB,68.5781,43.1892,78.5607
GPT-2,prefill,16,32.0,4,256 KB,34.2891,5528.2115,5528.2115
GPT-2,prefill,16,32.0,8,256 KB,34.2891,2764.1057,2764.1057
GPT-2,prefill,16,32.0,16,256 KB,34.2891,1382.0529,1382.0529
GPT-2,prefill,16,32.0,32,256 KB,34.2891,691.0264,691.0264
GPT-2,prefill,16,32.0,64,256 KB,34.2891,345.5132,345.5132
GPT-2,prefill,16,32.0,128,256 KB,34.2891,172.7566,172.7566
GPT-2,prefill,16,32.0,256,256 KB,34.2891,86.3783,86.3783
GPT-2,prefill,16,32.0,512,256 KB,34.2891,43.1892,46.9152
GPT-2,prefill,16,64.0,4,256 KB,17.1445,5528.2115,5528.2115
GPT-2,prefill,16,64.0,8,256 KB,17.1445,2764.1057,2764.1057
GPT-2,prefill,16,64.0,16,256 KB,17.1445,1382.0529,1382.0529
GPT-2,prefill,16,64.0,32,256 KB,17.1445,691.0264,691.0264
GPT-2,prefill,16,64.0,64,256 KB,17.1445,345.5132,345.5132
GPT-2,prefill,16,64.0,128,256 KB,17.1445,172.7566,172.7566
GPT-2,prefill,16,64.0,256,256 KB,17.1445,86.3783,86.3783
GPT-2,prefill,16,64.0,512,256 KB,17.1445,43.1892,43.1892
GPT-2,prefill,16,0.5,4,1 MB,2194.4992,4065.4990,4065.4990
GPT-2,prefill,16,0.5,8,1 MB,2194.4992,2032.7495,2945.9521
GPT-2,prefill,16,0.5,16,1 MB,2194.4992,1016.3748,2485.6299
GPT-2,prefill,16,0.5,32,1 MB,2194.4992,508.1874,2316.9238
GPT-2,prefill,16,0.5,64,1 MB,2194.4992,254.0937,2249.0292
GPT-2,prefill,16,0.5,128,1 MB,2194.4992,127.0468,2215.0819
GPT-2,prefill,16,0.5,256,1 MB,2194.4992,63.5234,2198.8254
GPT-2,prefill,16,0.5,512,1 MB,2194.4992,31.7617,2194.6792
GPT-2,prefill,16,1.0,4,1 MB,1097.2496,4065.4990,4065.4990
GPT-2,prefill,16,1.0,8,1 MB,1097.2496,2032.7495,2032.7495
GPT-2,prefill,16,1.0,16,1 MB,1097.2496,1016.3748,1472.9760
GPT-2,prefill,16,1.0,32,1 MB,1097.2496,508.1874,1242.8150
GPT-2,prefill,16,1.0,64,1 MB,1097.2496,254.0937,1158.4619
GPT-2,prefill,16,1.0,128,1 MB,1097.2496,127.0468,1124.5146
GPT-2,prefill,16,1.0,256,1 MB,1097.2496,63.5234,1107.5409
GPT-2,prefill,16,1.0,512,1 MB,1097.2496,31.7617,1099.4127
GPT-2,prefill,16,2.0,4,1 MB,548.6248,4065.4990,4065.4990
GPT-2,prefill,16,2.0,8,1 MB,548.6248,2032.7495,2032.7495
GPT-2,prefill,16,2.0,16,1 MB,548.6248,1016.3748,1016.3748
GPT-2,prefill,16,2.0,32,1 MB,548.6248,508.1874,736.4880
GPT-2,prefill,16,2.0,64,1 MB,548.6248,254.0937,621.4075
GPT-2,prefill,16,2.0,128,1 MB,548.6248,127.0468,579.2309
GPT-2,prefill,16,2.0,256,1 MB,548.6248,63.5234,562.2573
GPT-2,prefill,16,2.0,512,1 MB,548.6248,31.7617,553.7705
GPT-2,prefill,16,4.0,4,1 MB,274.3124,4065.4990,4065.4990
GPT-2,prefill,16,4.0,8,1 MB,274.3124,2032.7495,2032.7495
GPT-2,prefill,16,4.0,16,1 MB,274.3124,1016.3748,1016.3748
GPT-2,prefill,16,4.0,32,1 MB,274.3124,508.1874,508.1874
GPT-2,prefill,16,4.0,64,1 MB,274.3124,254.0937,368.2440
GPT-2,prefill,16,4.0,128,1 MB,274.3124,127.0468,310.7037
GPT-2,prefill,16,4.0,256,1 MB,274.3124,63.5234,289.6155
GPT-2,prefill,16,4.0,512,1 MB,274.3124,31.7617,281.1286
GPT-2,prefill,16,8.0,4,1 MB,137.1562,4065.4990,4065.4990
GPT-2,prefill,16,8.0,8,1 MB,137.1562,2032.7495,2032.7495
GPT-2,prefill,16,8.0,16,1 MB,137.1562,1016.3748,1016.3748
GPT-2,prefill,16,8.0,32,1 MB,137.1562,508.1874,508.1874
GPT-2,prefill,16,8.0,64,1 MB,137.1562,254.0937,254.0937
GPT-2,prefill,16,8.0,128,1 MB,137.1562,127.0468,184.1220
GPT-2,prefill,16,8.0,256,1 MB,137.1562,63.5234,155.3519
GPT-2,prefill,16,8.0,512,1 MB,137.1562,31.7617,144.8077
GPT-2,prefill,16,16.0,4,1 MB,68.5781,4065.4990,4065.4990
GPT-2,prefill,16,16.0,8,1 MB,68.5781,2032.7495,2032.7495
GPT-2,prefill,16,16.0,16,1 MB,68.5781,1016.3748,1016.3748
GPT-2,prefill,16,16.0,32,1 MB,68.5781,508.1874,508.1874
GPT-2,prefill,16,16.0,64,1 MB,68.5781,254.0937,254.0937
GPT-2,prefill,16,16.0,128,1 MB,68.5781,127.0468,127.0468
GPT-2,prefill,16,16.0,256,1 MB,68.5781,63.5234,92.0610
GPT-2,prefill,16,16.0,512,1 MB,68.5781,31.7617,77.6759
GPT-2,prefill,16,32.0,4,1 MB,34.2891,4065.4990,4065.4990
GPT-2,prefill,16,32.0,8,1 MB,34.2891,2032.7495,2032.7495
GPT-2,prefill,16,32.0,16,1 MB,34.2891,1016.3748,1016.3748
GPT-2,prefill,16,32.0,32,1 MB,34.2891,508.1874,508.1874
GPT-2,prefill,16,32.0,64,1 MB,34.2891,254.0937,254.0937
GPT-2,prefill,16,32.0,128,1 MB,34.2891,127.0468,127.0468
GPT-2,prefill,16,32.0,256,1 MB,34.2891,63.5234,63.5234
GPT-2,prefill,16,32.0,512,1 MB,34.2891,31.7617,46.0305
GPT-2,prefill,16,64.0,4,1 MB,17.1445,4065.4990,4065.4990
GPT-2,prefill,16,64.0,8,1 MB,17.1445,2032.7495,2032.7495
GPT-2,prefill,16,64.0,16,1 MB,17.1445,1016.3748,1016.3748
GPT-2,prefill,16,64.0,32,1 MB,17.1445,508.1874,508.1874
GPT-2,prefill,16,64.0,64,1 MB,17.1445,254.0937,254.0937
GPT-2,prefill,16,64.0,128,1 MB,17.1445,127.0468,127.0468
GPT-2,prefill,16,64.0,256,1 MB,17.1445,63.5234,63.5234
GPT-2,prefill,16,64.0,512,1 MB,17.1445,31.7617,31.7617
GPT-2,prefill,16,0.5,4,4 MB,2194.4992,3245.0638,3866.5963
GPT-2,prefill,16,0.5,8,4 MB,2194.4992,1622.5319,2945.9521
GPT-2,prefill,16,0.5,16,4 MB,2194.4992,811.2660,2485.6299
GPT-2,prefill,16,0.5,32,4 MB,2194.4992,405.6330,2316.9238
GPT-2,prefill,16,0.5,64,4 MB,2194.4992,202.8165,2249.0292
GPT-2,prefill,16,0.5,128,4 MB,2194.4992,101.4082,2215.0819
GPT-2,prefill,16,0.5,256,4 MB,2194.4992,50.7041,2198.8254
GPT-2,prefill,16,0.5,512,4 MB,2194.4992,25.3521,2194.6792
GPT-2,prefill,16,1.0,4,4 MB,1097.2496,3245.0638,3245.0638
GPT-2,prefill,16,1.0,8,4 MB,1097.2496,1622.5319,1933.2982
GPT-2,prefill,16,1.0,16,4 MB,1097.2496,811.2660,1472.9760
GPT-2,prefill,16,1.0,32,4 MB,1097.2496,405.6330,1242.8150
GPT-2,prefill,16,1.0,64,4 MB,1097.2496,202.8165,1158.4619
GPT-2,prefill,16,1.0,128,4 MB,1097.2496,101.4082,1124.5146
GPT-2,prefill,16,1.0,256,4 MB,1097.2496,50.7041,1107.5409
GPT-2,prefill,16,1.0,512,4 MB,1097.2496,25.3521,1099.4127
GPT-2,prefill,16,2.0,4,4 MB,548.6248,3245.0638,3245.0638
GPT-2,prefill,16,2.0,8,4 MB,548.6248,1622.5319,1622.5319
GPT-2,prefill,16,2.0,16,4 MB,548.6248,811.2660,966.6491
GPT-2,prefill,16,2.0,32,4 MB,548.6248,405.6330,736.4880
GPT-2,prefill,16,2.0,64,4 MB,548.6248,202.8165,621.4075
GPT-2,prefill,16,2.0,128,4 MB,548.6248,101.4082,579.2309
GPT-2,prefill,16,2.0,256,4 MB,548.6248,50.7041,562.2573
GPT-2,prefill,16,2.0,512,4 MB,548.6248,25.3521,553.7705
GPT-2,prefill,16,4.0,4,4 MB,274.3124,3245.0638,3245.0638
GPT-2,prefill,16,4.0,8,4 MB,274.3124,1622.5319,1622.5319
GPT-2,prefill,16,4.0,16,4 MB,274.3124,811.2660,811.2660
GPT-2,prefill,16,4.0,32,4 MB,274.3124,405.6330,483.3245
GPT-2,prefill,16,4.0,64,4 MB,274.3124,202.8165,368.2440
GPT-2,prefill,16,4.0,128,4 MB,274.3124,101.4082,310.7037
GPT-2,prefill,16,4.0,256,4 MB,274.3124,50.7041,289.6155
GPT-2,prefill,16,4.0,512,4 MB,274.3124,25.3521,281.1286
GPT-2,prefill,16,8.0,4,4 MB,137.1562,3245.0638,3245.0638
GPT-2,prefill,16,8.0,8,4 MB,137.1562,1622.5319,1622.5319
GPT-2,prefill,16,8.0,16,4 MB,137.1562,811.2660,811.2660
GPT-2,prefill,16,8.0,32,4 MB,137.1562,405.6330,405.6330
GPT-2,prefill,16,8.0,64,4 MB,137.1562,202.8165,241.6623
GPT-2,prefill,16,8.0,128,4 MB,137.1562,101.4082,184.1220
GPT-2,prefill,16,8.0,256,4 MB,137.1562,50.7041,155.3519
GPT-2,prefill,16,8.0,512,4 MB,137.1562,25.3521,144.8077
GPT-2,prefill,16,16.0,4,4 MB,68.5781,3245.0638,3245.0638
GPT-2,prefill,16,16.0,8,4 MB,68.5781,1622.5319,1622.5319
GPT-2,prefill,16,16.0,16,4 MB,68.5781,811.2660,811.2660
GPT-2,prefill,16,16.0,32,4 MB,68.5781,405.6330,405.6330
GPT-2,prefill,16,16.0,64,4 MB,68.5781,202.8165,202.8165
GPT-2,prefill,16,16.0,128,4 MB,68.5781,101.4082,120.8311
GPT-2,prefill,16,16.0,256,4 MB,68.5781,50.7041,92.0610
GPT-2,prefill,16,16.0,512,4 MB,68.5781,25.3521,77.6759
GPT-2,prefill,16,32.0,4,4 MB,34.2891,3245.0638,3245.0638
GPT-2,prefill,16,32.0,8,4 MB,34.2891,1622.5319,1622.5319
GPT-2,prefill,16,32.0,16,4 MB,34.2891,811.2660,811.2660
GPT-2,prefill,16,32.0,32,4 MB,34.2891,405.6330,405.6330
GPT-2,prefill,16,32.0,64,4 MB,34.2891,202.8165,202.8165
GPT-2,prefill,16,32.0,128,4 MB,34.2891,101.4082,101.4082
GPT-2,prefill,16,32.0,256,4 MB,34.2891,50.7041,60.4156
GPT-2,prefill,16,32.0,512,4 MB,34.2891,25.3521,46.0305
GPT-2,prefill,16,64.0,4,4 MB,17.1445,3245.0638,3245.0638
GPT-2,prefill,16,64.0,8,4 MB,17.1445,1622.5319,1622.5319
GPT-2,prefill,16,64.0,16,4 MB,17.1445,811.2660,811.2660
GPT-2,prefill,16,64.0,32,4 MB,17.1445,405.6330,405.6330
GPT-2,prefill,16,64.0,64,4 MB,17.1445,202.8165,202.8165
GPT-2,prefill,16,64.0,128,4 MB,17.1445,101.4082,101.4082
GPT-2,prefill,16,64.0,256,4 MB,17.1445,50.7041,50.7041
GPT-2,prefill,16,64.0,512,4 MB,17.1445,25.3521,30.2078
GPT-2,decode,16,0.5,4,256 KB,4.2861,164.6638,164.6638
GPT-2,decode,16,0.5,8,256 KB,4.2861,82.3319,82.3319
GPT-2,decode,16,0.5,16,256 KB,4.2861,41.1660,41.1660
GPT-2,decode,16,0.5,32,256 KB,4.2861,20.5830,20.5830
GPT-2,decode,16,0.5,64,256 KB,4.2861,10.2915,10.2915
GPT-2,decode,16,0.5,128,256 KB,4.2861,5.1457,7.0398
GPT-2,decode,16,0.5,256,256 KB,4.2861,2.5729,5.4992
GPT-2,decode,16,0.5,512,256 KB,4.2861,1.2864,4.7364
GPT-2,decode,16,1.0,4,256 KB,2.1431,164.6638,164.6638
GPT-2,decode,16,1.0,8,256 KB,2.1431,82.3319,82.3319
GPT-2,decode,16,1.0,16,256 KB,2.1431,41.1660,41.1660
GPT-2,decode,16,1.0,32,256 KB,2.1431,20.5830,20.5830
GPT-2,decode,16,1.0,64,256 KB,2.1431,10.2915,10.2915
GPT-2,decode,16,1.0,128,256 KB,2.1431,5.1457,5.1457
GPT-2,decode,16,1.0,256,256 KB,2.1431,2.5729,3.5199
GPT-2,decode,16,1.0,512,256 KB,2.1431,1.2864,2.7496
GPT-2,decode,16,2.0,4,256 KB,1.0715,164.6638,164.6638
GPT-2,decode,16,2.0,8,256 KB,1.0715,82.3319,82.3319
GPT-2,decode,16,2.0,16,256 KB,1.0715,41.1660,41.1660
GPT-2,decode,16,2.0,32,256 KB,1.0715,20.5830,20.5830
GPT-2,decode,16,2.0,64,256 KB,1.0715,10.2915,10.2915
GPT-2,decode,16,2.0,128,256 KB,1.0715,5.1457,5.1457
GPT-2,decode,16,2.0,256,256 KB,1.0715,2.5729,2.5729
GPT-2,decode,16,2.0,512,256 KB,1.0715,1.2864,1.7600
GPT-2,decode,16,4.0,4,256 KB,0.5358,164.6638,164.6638
GPT-2,decode,16,4.0,8,256 KB,0.5358,82.3319,82.3319
GPT-2,decode,16,4.0,16,256 KB,0.5358,41.1660,41.1660
GPT-2,decode,16,4.0,32,256 KB,0.5358,20.5830,20.5830
GPT-2,decode,16,4.0,64,256 KB,0.5358,10.2915,10.2915
GPT-2,decode,16,4.0,128,256 KB,0.5358,5.1457,5.1457
GPT-2,decode,16,4.0,256,256 KB,0.5358,2.5729,2.5729
GPT-2,decode,16,4.0,512,256 KB,0.5358,1.2864,1.2864
GPT-2,decode,16,8.0,4,256 KB,0.2679,164.6638,164.6638
GPT-2,decode,16,8.0,8,256 KB,0.2679,82.3319,82.3319
GPT-2,decode,16,8.0,16,256 KB,0.2679,41.1660,41.1660
GPT-2,decode,16,8.0,32,256 KB,0.2679,20.5830,20.5830
GPT-2,decode,16,8.0,64,256 KB,0.2679,10.2915,10.2915
GPT-2,decode,16,8.0,128,256 KB,0.2679,5.1457,5.1457
GPT-2,decode,16,8.0,256,256 KB,0.2679,2.5729,2.5729
GPT-2,decode,16,8.0,512,256 KB,0.2679,1.2864,1.2864
GPT-2,decode,16,16.0,4,256 KB,0.1339,164.6638,164.6638
GPT-2,decode,16,16.0,8,256 KB,0.1339,82.3319,82.3319
GPT-2,decode,16,16.0,16,256 KB,0.1339,41.1660,41.1660
GPT-2,decode,16,16.0,32,256 KB,0.1339,20.5830,20.5830
GPT-2,decode,16,16.0,64,256 KB,0.1339,10.2915,10.2915
GPT-2,decode,16,16.0,128,256 KB,0.1339,5.1457,5.1457
GPT-2,decode,16,16.0,256,256 KB,0.1339,2.5729,2.5729
GPT-2,decode,16,16.0,512,256 KB,0.1339,1.2864,1.2864
GPT-2,decode,16,32.0,4,256 KB,0.0670,164.6638,164.6638
GPT-2,decode,16,32.0,8,256 KB,0.0670,82.3319,82.3319
GPT-2,decode,16,32.0,16,256 KB,0.0670,41.1660,41.1660
GPT-2,decode,16,32.0,32,256 KB,0.0670,20.5830,20.5830
GPT-2,decode,16,32.0,64,256 KB,0.0670,10.2915,10.2915
GPT-2,decode,16,32.0,128,256 KB,0.0670,5.1457,5.1457
GPT-2,decode,16,32.0,256,256 KB,0.0670,2.5729,2.5729
GPT-2,decode,16,32.0,512,256 KB,0.0670,1.2864,1.2864
GPT-2,decode,16,64.0,4,256 KB,0.0335,164.6638,164.6638
GPT-2,decode,16,64.0,8,256 KB,0.0335,82.3319,82.3319
GPT-2,decode,16,64.0,16,256 KB,0.0335,41.1660,41.1660
GPT-2,decode,16,64.0,32,256 KB,0.0335,20.5830,20.5830
GPT-2,decode,16,64.0,64,256 KB,0.0335,10.2915,10.2915
GPT-2,decode,16,64.0,128,256 KB,0.0335,5.1457,5.1457
GPT-2,decode,16,64.0,256,256 KB,0.0335,2.5729,2.5729
GPT-2,decode,16,64.0,512,256 KB,0.0335,1.2864,1.2864
GPT-2,decode,16,0.5,4,1 MB,4.2861,163.2814,163.2814
GPT-2,decode,16,0.5,8,1 MB,4.2861,81.6407,81.6407
GPT-2,decode,16,0.5,16,1 MB,4.2861,40.8204,40.8204
GPT-2,decode,16,0.5,32,1 MB,4.2861,20.4102,20.4102
GPT-2,decode,16,0.5,64,1 MB,4.2861,10.2051,10.2051
GPT-2,decode,16,0.5,128,1 MB,4.2861,5.1025,7.0375
GPT-2,decode,16,0.5,256,1 MB,4.2861,2.5513,5.4980
GPT-2,decode,16,0.5,512,1 MB,4.2861,1.2756,4.7359
GPT-2,decode,16,1.0,4,1 MB,2.1431,163.2814,163.2814
GPT-2,decode,16,1.0,8,1 MB,2.1431,81.6407,81.6407
GPT-2,decode,16,1.0,16,1 MB,2.1431,40.8204,40.8204
GPT-2,decode,16,1.0,32,1 MB,2.1431,20.4102,20.4102
GPT-2,decode,16,1.0,64,1 MB,2.1431,10.2051,10.2051
GPT-2,decode,16,1.0,128,1 MB,2.1431,5.1025,5.1025
GPT-2,decode,16,1.0,256,1 MB,2.1431,2.5513,3.5188
GPT-2,decode,16,1.0,512,1 MB,2.1431,1.2756,2.7490
GPT-2,decode,16,2.0,4,1 MB,1.0715,163.2814,163.2814
GPT-2,decode,16,2.0,8,1 MB,1.0715,81.6407,81.6407
GPT-2,decode,16,2.0,16,1 MB,1.0715,40.8204,40.8204
GPT-2,decode,16,2.0,32,1 MB,1.0715,20.4102,20.4102
GPT-2,decode,16,2.0,64,1 MB,1.0715,10.2051,10.2051
GPT-2,decode,16,2.0,128,1 MB,1.0715,5.1025,5.1025
GPT-2,decode,16,2.0,256,1 MB,1.0715,2.5513,2.5513
GPT-2,decode,16,2.0,512,1 MB,1.0715,1.2756,1.7594
GPT-2,decode,16,4.0,4,1 MB,0.5358,163.2814,163.2814
GPT-2,decode,16,4.0,8,1 MB,0.5358,81.6407,81.6407
GPT-2,decode,16,4.0,16,1 MB,0.5358,40.8204,40.8204
GPT-2,decode,16,4.0,32,1 MB,0.5358,20.4102,20.4102
GPT-2,decode,16,4.0,64,1 MB,0.5358,10.2051,10.2051
GPT-2,decode,16,4.0,128,1 MB,0.5358,5.1025,5.1025
GPT-2,decode,16,4.0,256,1 MB,0.5358,2.5513,2.5513
GPT-2,decode,16,4.0,512,1 MB,0.5358,1.2756,1.2756
GPT-2,decode,16,8.0,4,1 MB,0.2679,163.2814,163.2814
GPT-2,decode,16,8.0,8,1 MB,0.2679,81.6407,81.6407
GPT-2,decode,16,8.0,16,1 MB,0.2679,40.8204,40.8204
GPT-2,decode,16,8.0,32,1 MB,0.2679,20.4102,20.4102
GPT-2,decode,16,8.0,64,1 MB,0.2679,10.2051,10.2051
GPT-2,decode,16,8.0,128,1 MB,0.2679,5.1025,5.1025
GPT-2,decode,16,8.0,256,1 MB,0.2679,2.5513,2.5513
GPT-2,decode,16,8.0,512,1 MB,0.2679,1.2756,1.2756
GPT-2,decode,16,16.0,4,1 MB,0.1339,163.2814,163.2814
GPT-2,decode,16,16.0,8,1 MB,0.1339,81.6407,81.6407
GPT-2,decode,16,16.0,16,1 MB,0.1339,40.8204,40.8204
GPT-2,decode,16,16.0,32,1 MB,0.1339,20.4102,20.4102
GPT-2,decode,16,16.0,64,1 MB,0.1339,10.2051,10.2051
GPT-2,decode,16,16.0,128,1 MB,0.1339,5.1025,5.1025
GPT-2,decode,16,16.0,256,1 MB,0.1339,2.5513,2.5513
GPT-2,decode,16,16.0,512,1 MB,0.1339,1.2756,1.2756
GPT-2,decode,16,32.0,4,1 MB,0.0670,163.2814,163.2814
GPT-2,decode,16,32.0,8,1 MB,0.0670,81.6407,81.6407
GPT-2,decode,16,32.0,16,1 MB,0.0670,40.8204,40.8204
GPT-2,decode,16,32.0,32,1 MB,0.0670,20.4102,20.4102
GPT-2,decode,16,32.0,64,1 MB,0.0670,10.2051,10.2051
GPT-2,decode,16,32.0,128,1 MB,0.0670,5.1025,5.1025
GPT-2,decode,16,32.0,256,1 MB,0.0670,2.5513,2.5513
GPT-2,decode,16,32.0,512,1 MB,0.0670,1.2756,1.2756
GPT-2,decode,16,64.0,4,1 MB,0.0335,163.2814,163.2814
GPT-2,decode,16,64.0,8,1 MB,0.0335,81.6407,81.6407
GPT-2,decode,16,64.0,16,1 MB,0.0335,40.8204,40.8204
GPT-2,decode,16,64.0,32,1 MB,0.0335,20.4102,20.4102
GPT-2,decode,16,64.0,64,1 MB,0.0335,10.2051,10.2051
GPT-2,decode,16,64.0,128,1 MB,0.0335,5.1025,5.1025
GPT-2,decode,16,64.0,256,1 MB,0.0335,2.5513,2.5513
GPT-2,decode,16,64.0,512,1 MB,0.0335,1.2756,1.2756
GPT-2,decode,16,0.5,4,4 MB,4.2861,162.4028,162.4028
GPT-2,decode,16,0.5,8,4 MB,4.2861,81.2014,81.2014
GPT-2,decode,16,0.5,16,4 MB,4.2861,40.6007,40.6007
GPT-2,decode,16,0.5,32,4 MB,4.2861,20.3004,20.3004
GPT-2,decode,16,0.5,64,4 MB,4.2861,10.1502,10.1502
GPT-2,decode,16,0.5,128,4 MB,4.2861,5.0751,7.0375
GPT-2,decode,16,0.5,256,4 MB,4.2861,2.5375,5.4980
GPT-2,decode,16,0.5,512,4 MB,4.2861,1.2688,4.7359
GPT-2,decode,16,1.0,4,4 MB,2.1431,162.4028,162.4028
GPT-2,decode,16,1.0,8,4 MB,2.1431,81.2014,81.2014
GPT-2,decode,16,1.0,16,4 MB,2.1431,40.6007,40.6007
GPT-2,decode,16,1.0,32,4 MB,2.1431,20.3004,20.3004
GPT-2,decode,16,1.0,64,4 MB,2.1431,10.1502,10.1502
GPT-2,decode,16,1.0,128,4 MB,2.1431,5.0751,5.0751
GPT-2,decode,16,1.0,256,4 MB,2.1431,2.5375,3.5188
GPT-2,decode,16,1.0,512,4 MB,2.1431,1.2688,2.7490
GPT-2,decode,16,2.0,4,4 MB,1.0715,162.4028,162.4028
GPT-2,decode,16,2.0,8,4 MB,1.0715,81.2014,81.2014
GPT-2,decode,16,2.0,16,4 MB,1.0715,40.6007,40.6007
GPT-2,decode,16,2.0,32,4 MB,1.0715,20.3004,20.3004
GPT-2,decode,16,2.0,64,4 MB,1.0715,10.1502,10.1502
GPT-2,decode,16,2.0,128,4 MB,1.0715,5.0751,5.0751
GPT-2,decode,16,2.0,256,4 MB,1.0715,2.5375,2.5375
GPT-2,decode,16,2.0,512,4 MB,1.0715,1.2688,1.7594
GPT-2,decode,16,4.0,4,4 MB,0.5358,162.4028,162.4028
GPT-2,decode,16,4.0,8,4 MB,0.5358,81.2014,81.2014
GPT-2,decode,16,4.0,16,4 MB,0.5358,40.6007,40.6007
